Year,Gebietseinheit,sex,AGS,GeoCode,Value
2012,Peine,,157,K0157,6508.0
2012,Peine,maennlich,157,K0157,3251.0
2012,Peine,weiblich,157,K0157,3257.0
2013,Peine,,157,K0157,6874.0
2013,Peine,maennlich,157,K0157,3483.0
2013,Peine,weiblich,157,K0157,3391.0
2014,Peine,,157,K0157,7401.0
2014,Peine,maennlich,157,K0157,3798.0
2014,Peine,weiblich,157,K0157,3603.0
2015,Peine,,157,K0157,9059.0
2015,Peine,maennlich,157,K0157,4914.0
2015,Peine,weiblich,157,K0157,4145.0
2016,Peine,,157,K0157,9910.0
2016,Peine,maennlich,157,K0157,5365.0
2016,Peine,weiblich,157,K0157,4545.0
2017,Peine,,157,K0157,10415.0
2017,Peine,maennlich,157,K0157,5620.0
2017,Peine,weiblich,157,K0157,4795.0
2018,Peine,,157,K0157,11035.0
2018,Peine,maennlich,157,K0157,5935.0
2018,Peine,weiblich,157,K0157,5100.0
1978,Wolfenbüttel,,158,K0158,3459.0
1978,Wolfenbüttel,maennlich,158,K0158,2005.0
1978,Wolfenbüttel,weiblich,158,K0158,1454.0
1979,Wolfenbüttel,,158,K0158,3572.0
1979,Wolfenbüttel,maennlich,158,K0158,2077.0
1979,Wolfenbüttel,weiblich,158,K0158,1495.0
1980,Wolfenbüttel,,158,K0158,3761.0
1980,Wolfenbüttel,maennlich,158,K0158,2223.0
1980,Wolfenbüttel,weiblich,158,K0158,1538.0
1981,Wolfenbüttel,,158,K0158,3984.0
1981,Wolfenbüttel,maennlich,158,K0158,2371.0
1981,Wolfenbüttel,weiblich,158,K0158,1613.0
1982,Wolfenbüttel,,158,K0158,4012.0
1982,Wolfenbüttel,maennlich,158,K0158,2344.0
1982,Wolfenbüttel,weiblich,158,K0158,1668.0
1983,Wolfenbüttel,,158,K0158,3803.0
1983,Wolfenbüttel,maennlich,158,K0158,2193.0
1983,Wolfenbüttel,weiblich,158,K0158,1610.0
1984,Wolfenbüttel,,158,K0158,3263.0
1984,Wolfenbüttel,maennlich,158,K0158,1879.0
1984,Wolfenbüttel,weiblich,158,K0158,1384.0
1985,Wolfenbüttel,,158,K0158,3144.0
1985,Wolfenbüttel,maennlich,158,K0158,1838.0
1985,Wolfenbüttel,weiblich,158,K0158,1306.0
1986,Wolfenbüttel,,158,K0158,3233.0
1986,Wolfenbüttel,maennlich,158,K0158,1876.0
1986,Wolfenbüttel,weiblich,158,K0158,1357.0
1987,Wolfenbüttel,,158,K0158,3176.0
1987,Wolfenbüttel,maennlich,158,K0158,1821.0
1987,Wolfenbüttel,weiblich,158,K0158,1355.0
1990,Wolfenbüttel,,158,K0158,4256.0
1990,Wolfenbüttel,maennlich,158,K0158,2387.0
1990,Wolfenbüttel,weiblich,158,K0158,1869.0
1991,Wolfenbüttel,,158,K0158,4628.0
1991,Wolfenbüttel,maennlich,158,K0158,2607.0
1991,Wolfenbüttel,weiblich,158,K0158,2021.0
1992,Wolfenbüttel,,158,K0158,5282.0
1992,Wolfenbüttel,maennlich,158,K0158,2984.0
1992,Wolfenbüttel,weiblich,158,K0158,2298.0
1993,Wolfenbüttel,,158,K0158,5549.0
1993,Wolfenbüttel,maennlich,158,K0158,3171.0
1993,Wolfenbüttel,weiblich,158,K0158,2378.0
1994,Wolfenbüttel,,158,K0158,5386.0
1994,Wolfenbüttel,maennlich,158,K0158,2992.0
1994,Wolfenbüttel,weiblich,158,K0158,2394.0
1995,Wolfenbüttel,,158,K0158,5592.0
1995,Wolfenbüttel,maennlich,158,K0158,3110.0
1995,Wolfenbüttel,weiblich,158,K0158,2482.0
1996,Wolfenbüttel,,158,K0158,5511.0
1996,Wolfenbüttel,maennlich,158,K0158,3018.0
1996,Wolfenbüttel,weiblich,158,K0158,2493.0
1997,Wolfenbüttel,,158,K0158,5307.0
1997,Wolfenbüttel,maennlich,158,K0158,2900.0
1997,Wolfenbüttel,weiblich,158,K0158,2407.0
1998,Wolfenbüttel,,158,K0158,5267.0
1998,Wolfenbüttel,maennlich,158,K0158,2868.0
1998,Wolfenbüttel,weiblich,158,K0158,2399.0
1999,Wolfenbüttel,,158,K0158,5433.0
1999,Wolfenbüttel,maennlich,158,K0158,2926.0
1999,Wolfenbüttel,weiblich,158,K0158,2507.0
2000,Wolfenbüttel,,158,K0158,5175.0
2000,Wolfenbüttel,maennlich,158,K0158,2743.0
2000,Wolfenbüttel,weiblich,158,K0158,2432.0
2001,Wolfenbüttel,,158,K0158,5136.0
2001,Wolfenbüttel,maennlich,158,K0158,2723.0
2001,Wolfenbüttel,weiblich,158,K0158,2413.0
2002,Wolfenbüttel,,158,K0158,5059.0
2002,Wolfenbüttel,maennlich,158,K0158,2672.0
2002,Wolfenbüttel,weiblich,158,K0158,2387.0
2003,Wolfenbüttel,,158,K0158,5165.0
2003,Wolfenbüttel,maennlich,158,K0158,2695.0
2003,Wolfenbüttel,weiblich,158,K0158,2470.0
2004,Wolfenbüttel,,158,K0158,4969.0
2004,Wolfenbüttel,maennlich,158,K0158,2563.0
2004,Wolfenbüttel,weiblich,158,K0158,2406.0
2005,Wolfenbüttel,,158,K0158,4886.0
2005,Wolfenbüttel,maennlich,158,K0158,2485.0
2005,Wolfenbüttel,weiblich,158,K0158,2401.0
2006,Wolfenbüttel,,158,K0158,4660.0
2006,Wolfenbüttel,maennlich,158,K0158,2355.0
2006,Wolfenbüttel,weiblich,158,K0158,2305.0
2007,Wolfenbüttel,,158,K0158,4529.0
2007,Wolfenbüttel,maennlich,158,K0158,2270.0
2007,Wolfenbüttel,weiblich,158,K0158,2259.0
2008,Wolfenbüttel,,158,K0158,4489.0
2008,Wolfenbüttel,maennlich,158,K0158,2268.0
2008,Wolfenbüttel,weiblich,158,K0158,2221.0
2009,Wolfenbüttel,,158,K0158,4392.0
2009,Wolfenbüttel,maennlich,158,K0158,2209.0
2009,Wolfenbüttel,weiblich,158,K0158,2183.0
2010,Wolfenbüttel,,158,K0158,4440.0
2010,Wolfenbüttel,maennlich,158,K0158,2226.0
2010,Wolfenbüttel,weiblich,158,K0158,2214.0
2011,Wolfenbüttel,,158,K0158,4509.0
2011,Wolfenbüttel,maennlich,158,K0158,2268.0
2011,Wolfenbüttel,weiblich,158,K0158,2241.0
2012,Wolfenbüttel,,158,K0158,4690.0
2012,Wolfenbüttel,maennlich,158,K0158,2404.0
2012,Wolfenbüttel,weiblich,158,K0158,2286.0
2013,Wolfenbüttel,,158,K0158,5051.0
2013,Wolfenbüttel,maennlich,158,K0158,2612.0
2013,Wolfenbüttel,weiblich,158,K0158,2439.0
2014,Wolfenbüttel,,158,K0158,5432.0
2014,Wolfenbüttel,maennlich,158,K0158,2816.0
2014,Wolfenbüttel,weiblich,158,K0158,2616.0
2015,Wolfenbüttel,,158,K0158,6675.0
2015,Wolfenbüttel,maennlich,158,K0158,3625.0
2015,Wolfenbüttel,weiblich,158,K0158,3050.0
2016,Wolfenbüttel,,158,K0158,7290.0
2016,Wolfenbüttel,maennlich,158,K0158,3980.0
2016,Wolfenbüttel,weiblich,158,K0158,3310.0
2017,Wolfenbüttel,,158,K0158,7345.0
2017,Wolfenbüttel,maennlich,158,K0158,4025.0
2017,Wolfenbüttel,weiblich,158,K0158,3320.0
2018,Wolfenbüttel,,158,K0158,7515.0
2018,Wolfenbüttel,maennlich,158,K0158,4095.0
2018,Wolfenbüttel,weiblich,158,K0158,3420.0
1978,Göttingen,,159,K0159,11810.0
1978,Göttingen,maennlich,159,K0159,6801.0
1978,Göttingen,weiblich,159,K0159,5009.0
1979,Göttingen,,159,K0159,12159.0
1979,Göttingen,maennlich,159,K0159,7080.0
1979,Göttingen,weiblich,159,K0159,5079.0
1980,Göttingen,,159,K0159,13407.0
1980,Göttingen,maennlich,159,K0159,7890.0
1980,Göttingen,weiblich,159,K0159,5517.0
1981,Göttingen,,159,K0159,13814.0
1981,Göttingen,maennlich,159,K0159,8088.0
1981,Göttingen,weiblich,159,K0159,5726.0
1982,Göttingen,,159,K0159,13947.0
1982,Göttingen,maennlich,159,K0159,8094.0
1982,Göttingen,weiblich,159,K0159,5853.0
1983,Göttingen,,159,K0159,13596.0
1983,Göttingen,maennlich,159,K0159,7845.0
1983,Göttingen,weiblich,159,K0159,5751.0
1984,Göttingen,,159,K0159,13655.0
1984,Göttingen,maennlich,159,K0159,7888.0
1984,Göttingen,weiblich,159,K0159,5767.0
1985,Göttingen,,159,K0159,14576.0
1985,Göttingen,maennlich,159,K0159,8416.0
1985,Göttingen,weiblich,159,K0159,6160.0
1986,Göttingen,,159,K0159,15610.0
1986,Göttingen,maennlich,159,K0159,9035.0
1986,Göttingen,weiblich,159,K0159,6575.0
1987,Göttingen,,159,K0159,15475.0
1987,Göttingen,maennlich,159,K0159,8823.0
1987,Göttingen,weiblich,159,K0159,6652.0
1990,Göttingen,,159,K0159,17893.0
1990,Göttingen,maennlich,159,K0159,10153.0
1990,Göttingen,weiblich,159,K0159,7740.0
1991,Göttingen,,159,K0159,18884.0
1991,Göttingen,maennlich,159,K0159,10682.0
1991,Göttingen,weiblich,159,K0159,8202.0
1992,Göttingen,,159,K0159,20844.0
1992,Göttingen,maennlich,159,K0159,11762.0
1992,Göttingen,weiblich,159,K0159,9082.0
1993,Göttingen,,159,K0159,23536.0
1993,Göttingen,maennlich,159,K0159,13035.0
1993,Göttingen,weiblich,159,K0159,10501.0
1994,Göttingen,,159,K0159,23725.0
1994,Göttingen,maennlich,159,K0159,12968.0
1994,Göttingen,weiblich,159,K0159,10757.0
1995,Göttingen,,159,K0159,23286.0
1995,Göttingen,maennlich,159,K0159,12639.0
1995,Göttingen,weiblich,159,K0159,10647.0
1996,Göttingen,,159,K0159,23815.0
1996,Göttingen,maennlich,159,K0159,12781.0
1996,Göttingen,weiblich,159,K0159,11034.0
1997,Göttingen,,159,K0159,23418.0
1997,Göttingen,maennlich,159,K0159,12511.0
1997,Göttingen,weiblich,159,K0159,10907.0
1998,Göttingen,,159,K0159,22951.0
1998,Göttingen,maennlich,159,K0159,12193.0
1998,Göttingen,weiblich,159,K0159,10758.0
1999,Göttingen,,159,K0159,22981.0
1999,Göttingen,maennlich,159,K0159,12019.0
1999,Göttingen,weiblich,159,K0159,10962.0
2000,Göttingen,,159,K0159,22497.0
2000,Göttingen,maennlich,159,K0159,11628.0
2000,Göttingen,weiblich,159,K0159,10869.0
2001,Göttingen,,159,K0159,21898.0
2001,Göttingen,maennlich,159,K0159,11222.0
2001,Göttingen,weiblich,159,K0159,10676.0
2002,Göttingen,,159,K0159,21842.0
2002,Göttingen,maennlich,159,K0159,11145.0
2002,Göttingen,weiblich,159,K0159,10697.0
2003,Göttingen,,159,K0159,21263.0
2003,Göttingen,maennlich,159,K0159,10716.0
2003,Göttingen,weiblich,159,K0159,10547.0
2004,Göttingen,,159,K0159,20481.0
2004,Göttingen,maennlich,159,K0159,10240.0
2004,Göttingen,weiblich,159,K0159,10241.0
2005,Göttingen,,159,K0159,20262.0
2005,Göttingen,maennlich,159,K0159,10110.0
2005,Göttingen,weiblich,159,K0159,10152.0
2006,Göttingen,,159,K0159,19719.0
2006,Göttingen,maennlich,159,K0159,9758.0
2006,Göttingen,weiblich,159,K0159,9961.0
2007,Göttingen,,159,K0159,19098.0
2007,Göttingen,maennlich,159,K0159,9404.0
2007,Göttingen,weiblich,159,K0159,9694.0
2008,Göttingen,,159,K0159,18578.0
2008,Göttingen,maennlich,159,K0159,9098.0
2008,Göttingen,weiblich,159,K0159,9480.0
2009,Göttingen,,159,K0159,18869.0
2009,Göttingen,maennlich,159,K0159,9188.0
2009,Göttingen,weiblich,159,K0159,9681.0
2010,Göttingen,,159,K0159,18518.0
2010,Göttingen,maennlich,159,K0159,9131.0
2010,Göttingen,weiblich,159,K0159,9387.0
2011,Göttingen,,159,K0159,18911.0
2011,Göttingen,maennlich,159,K0159,9276.0
2011,Göttingen,weiblich,159,K0159,9635.0
2012,Göttingen,,159,K0159,19708.0
2012,Göttingen,maennlich,159,K0159,9732.0
2012,Göttingen,weiblich,159,K0159,9976.0
2013,Göttingen,,159,K0159,20862.0
2013,Göttingen,maennlich,159,K0159,10364.0
2013,Göttingen,weiblich,159,K0159,10498.0
2014,Göttingen,,159,K0159,22278.0
2014,Göttingen,maennlich,159,K0159,11117.0
2014,Göttingen,weiblich,159,K0159,11161.0
2015,Göttingen,,159,K0159,25709.0
2015,Göttingen,maennlich,159,K0159,13144.0
2015,Göttingen,weiblich,159,K0159,12565.0
2016,Göttingen,,159,K0159,28035.0
2016,Göttingen,maennlich,159,K0159,14550.0
2016,Göttingen,weiblich,159,K0159,13485.0
2017,Göttingen,,159,K0159,28955.0
2017,Göttingen,maennlich,159,K0159,14970.0
2017,Göttingen,weiblich,159,K0159,13985.0
2018,Göttingen,,159,K0159,30170.0
2018,Göttingen,maennlich,159,K0159,15570.0
2018,Göttingen,weiblich,159,K0159,14600.0
1978,Statistische Region Hannover,,2,K02,97056.0
1978,Statistische Region Hannover,maennlich,2,K02,55631.0
1978,Statistische Region Hannover,weiblich,2,K02,41425.0
1979,Statistische Region Hannover,,2,K02,100905.0
1979,Statistische Region Hannover,maennlich,2,K02,57929.0
1979,Statistische Region Hannover,weiblich,2,K02,42976.0
1980,Statistische Region Hannover,,2,K02,110129.0
1980,Statistische Region Hannover,maennlich,2,K02,63953.0
1980,Statistische Region Hannover,weiblich,2,K02,46176.0
1981,Statistische Region Hannover,,2,K02,115607.0
1981,Statistische Region Hannover,maennlich,2,K02,66989.0
1981,Statistische Region Hannover,weiblich,2,K02,48618.0
1982,Statistische Region Hannover,,2,K02,115613.0
1982,Statistische Region Hannover,maennlich,2,K02,66358.0
1982,Statistische Region Hannover,weiblich,2,K02,49255.0
1983,Statistische Region Hannover,,2,K02,112281.0
1983,Statistische Region Hannover,maennlich,2,K02,63981.0
1983,Statistische Region Hannover,weiblich,2,K02,48300.0
1984,Statistische Region Hannover,,2,K02,106692.0
1984,Statistische Region Hannover,maennlich,2,K02,60664.0
1984,Statistische Region Hannover,weiblich,2,K02,46028.0
1985,Statistische Region Hannover,,2,K02,105608.0
1985,Statistische Region Hannover,maennlich,2,K02,60004.0
1985,Statistische Region Hannover,weiblich,2,K02,45604.0
1986,Statistische Region Hannover,,2,K02,109186.0
1986,Statistische Region Hannover,maennlich,2,K02,61922.0
1986,Statistische Region Hannover,weiblich,2,K02,47264.0
1987,Statistische Region Hannover,,2,K02,111033.0
1987,Statistische Region Hannover,maennlich,2,K02,62595.0
1987,Statistische Region Hannover,weiblich,2,K02,48438.0
1990,Statistische Region Hannover,,2,K02,125314.0
1990,Statistische Region Hannover,maennlich,2,K02,69337.0
1990,Statistische Region Hannover,weiblich,2,K02,55977.0
1991,Statistische Region Hannover,,2,K02,134493.0
1991,Statistische Region Hannover,maennlich,2,K02,74503.0
1991,Statistische Region Hannover,weiblich,2,K02,59990.0
1992,Statistische Region Hannover,,2,K02,149847.0
1992,Statistische Region Hannover,maennlich,2,K02,83591.0
1992,Statistische Region Hannover,weiblich,2,K02,66256.0
1993,Statistische Region Hannover,,2,K02,162702.0
1993,Statistische Region Hannover,maennlich,2,K02,90278.0
1993,Statistische Region Hannover,weiblich,2,K02,72424.0
1994,Statistische Region Hannover,,2,K02,165226.0
1994,Statistische Region Hannover,maennlich,2,K02,90584.0
1994,Statistische Region Hannover,weiblich,2,K02,74642.0
1995,Statistische Region Hannover,,2,K02,173963.0
1995,Statistische Region Hannover,maennlich,2,K02,95109.0
1995,Statistische Region Hannover,weiblich,2,K02,78854.0
1996,Statistische Region Hannover,,2,K02,181091.0
1996,Statistische Region Hannover,maennlich,2,K02,98746.0
1996,Statistische Region Hannover,weiblich,2,K02,82345.0
1997,Statistische Region Hannover,,2,K02,182394.0
1997,Statistische Region Hannover,maennlich,2,K02,98376.0
1997,Statistische Region Hannover,weiblich,2,K02,84018.0
1998,Statistische Region Hannover,,2,K02,179840.0
1998,Statistische Region Hannover,maennlich,2,K02,96169.0
1998,Statistische Region Hannover,weiblich,2,K02,83671.0
1999,Statistische Region Hannover,,2,K02,180387.0
1999,Statistische Region Hannover,maennlich,2,K02,95671.0
1999,Statistische Region Hannover,weiblich,2,K02,84716.0
2000,Statistische Region Hannover,,2,K02,179553.0
2000,Statistische Region Hannover,maennlich,2,K02,94361.0
2000,Statistische Region Hannover,weiblich,2,K02,85192.0
2001,Statistische Region Hannover,,2,K02,179135.0
2001,Statistische Region Hannover,maennlich,2,K02,93381.0
2001,Statistische Region Hannover,weiblich,2,K02,85754.0
2002,Statistische Region Hannover,,2,K02,181291.0
2002,Statistische Region Hannover,maennlich,2,K02,93856.0
2002,Statistische Region Hannover,weiblich,2,K02,87435.0
2003,Statistische Region Hannover,,2,K02,180112.0
2003,Statistische Region Hannover,maennlich,2,K02,92391.0
2003,Statistische Region Hannover,weiblich,2,K02,87721.0
2004,Statistische Region Hannover,,2,K02,168366.0
2004,Statistische Region Hannover,maennlich,2,K02,85016.0
2004,Statistische Region Hannover,weiblich,2,K02,83350.0
2005,Statistische Region Hannover,,2,K02,167595.0
2005,Statistische Region Hannover,maennlich,2,K02,84334.0
2005,Statistische Region Hannover,weiblich,2,K02,83261.0
2006,Statistische Region Hannover,,2,K02,165870.0
2006,Statistische Region Hannover,maennlich,2,K02,83280.0
2006,Statistische Region Hannover,weiblich,2,K02,82590.0
2007,Statistische Region Hannover,,2,K02,164632.0
2007,Statistische Region Hannover,maennlich,2,K02,82215.0
2007,Statistische Region Hannover,weiblich,2,K02,82417.0
2008,Statistische Region Hannover,,2,K02,161409.0
2008,Statistische Region Hannover,maennlich,2,K02,80440.0
2008,Statistische Region Hannover,weiblich,2,K02,80969.0
2009,Statistische Region Hannover,,2,K02,160303.0
2009,Statistische Region Hannover,maennlich,2,K02,79827.0
2009,Statistische Region Hannover,weiblich,2,K02,80476.0
2010,Statistische Region Hannover,,2,K02,160800.0
2010,Statistische Region Hannover,maennlich,2,K02,80177.0
2010,Statistische Region Hannover,weiblich,2,K02,80623.0
2011,Statistische Region Hannover,,2,K02,164319.0
2011,Statistische Region Hannover,maennlich,2,K02,82235.0
2011,Statistische Region Hannover,weiblich,2,K02,82084.0
2012,Statistische Region Hannover,,2,K02,170246.0
2012,Statistische Region Hannover,maennlich,2,K02,85776.0
2012,Statistische Region Hannover,weiblich,2,K02,84470.0
2013,Statistische Region Hannover,,2,K02,181572.0
2013,Statistische Region Hannover,maennlich,2,K02,92495.0
2013,Statistische Region Hannover,weiblich,2,K02,89077.0
2014,Statistische Region Hannover,,2,K02,195197.0
2014,Statistische Region Hannover,maennlich,2,K02,100388.0
2014,Statistische Region Hannover,weiblich,2,K02,94809.0
2015,Statistische Region Hannover,,2,K02,223573.0
2015,Statistische Region Hannover,maennlich,2,K02,118534.0
2015,Statistische Region Hannover,weiblich,2,K02,105039.0
2016,Statistische Region Hannover,,2,K02,247535.0
2016,Statistische Region Hannover,maennlich,2,K02,132330.0
2016,Statistische Region Hannover,weiblich,2,K02,115210.0
2017,Statistische Region Hannover,,2,K02,257705.0
2017,Statistische Region Hannover,maennlich,2,K02,137570.0
2017,Statistische Region Hannover,weiblich,2,K02,120130.0
2018,Statistische Region Hannover,,2,K02,268505.0
2018,Statistische Region Hannover,maennlich,2,K02,143420.0
2018,Statistische Region Hannover,weiblich,2,K02,125085.0
1978,Hannover-Region,,241,K0241,65900.0
1978,Hannover-Region,maennlich,241,K0241,38124.0
1978,Hannover-Region,weiblich,241,K0241,27776.0
1979,Hannover-Region,,241,K0241,68896.0
1979,Hannover-Region,maennlich,241,K0241,39878.0
1979,Hannover-Region,weiblich,241,K0241,29018.0
1980,Hannover-Region,,241,K0241,75600.0
1980,Hannover-Region,maennlich,241,K0241,44151.0
1980,Hannover-Region,weiblich,241,K0241,31449.0
1981,Hannover-Region,,241,K0241,79836.0
1981,Hannover-Region,maennlich,241,K0241,46514.0
1981,Hannover-Region,weiblich,241,K0241,33322.0
1982,Hannover-Region,,241,K0241,79742.0
1982,Hannover-Region,maennlich,241,K0241,45976.0
1982,Hannover-Region,weiblich,241,K0241,33766.0
1983,Hannover-Region,,241,K0241,77681.0
1983,Hannover-Region,maennlich,241,K0241,44587.0
1983,Hannover-Region,weiblich,241,K0241,33094.0
1984,Hannover-Region,,241,K0241,74693.0
1984,Hannover-Region,maennlich,241,K0241,42754.0
1984,Hannover-Region,weiblich,241,K0241,31939.0
1985,Hannover-Region,,241,K0241,74488.0
1985,Hannover-Region,maennlich,241,K0241,42481.0
1985,Hannover-Region,weiblich,241,K0241,32007.0
1986,Hannover-Region,,241,K0241,76543.0
1986,Hannover-Region,maennlich,241,K0241,43378.0
1986,Hannover-Region,weiblich,241,K0241,33165.0
1987,Hannover-Region,,241,K0241,78038.0
1987,Hannover-Region,maennlich,241,K0241,44001.0
1987,Hannover-Region,weiblich,241,K0241,34037.0
1990,Hannover-Region,,241,K0241,84727.0
1990,Hannover-Region,maennlich,241,K0241,46769.0
1990,Hannover-Region,weiblich,241,K0241,37958.0
1991,Hannover-Region,,241,K0241,89861.0
1991,Hannover-Region,maennlich,241,K0241,49624.0
1991,Hannover-Region,weiblich,241,K0241,40237.0
1992,Hannover-Region,,241,K0241,98470.0
1992,Hannover-Region,maennlich,241,K0241,54745.0
1992,Hannover-Region,weiblich,241,K0241,43725.0
1993,Hannover-Region,,241,K0241,107745.0
1993,Hannover-Region,maennlich,241,K0241,59693.0
1993,Hannover-Region,weiblich,241,K0241,48052.0
1994,Hannover-Region,,241,K0241,109077.0
1994,Hannover-Region,maennlich,241,K0241,59786.0
1994,Hannover-Region,weiblich,241,K0241,49291.0
1995,Hannover-Region,,241,K0241,115606.0
1995,Hannover-Region,maennlich,241,K0241,63277.0
1995,Hannover-Region,weiblich,241,K0241,52329.0
1996,Hannover-Region,,241,K0241,121607.0
1996,Hannover-Region,maennlich,241,K0241,66428.0
1996,Hannover-Region,weiblich,241,K0241,55179.0
1997,Hannover-Region,,241,K0241,123695.0
1997,Hannover-Region,maennlich,241,K0241,66735.0
1997,Hannover-Region,weiblich,241,K0241,56960.0
1998,Hannover-Region,,241,K0241,122533.0
1998,Hannover-Region,maennlich,241,K0241,65519.0
1998,Hannover-Region,weiblich,241,K0241,57014.0
1999,Hannover-Region,,241,K0241,123338.0
1999,Hannover-Region,maennlich,241,K0241,65515.0
1999,Hannover-Region,weiblich,241,K0241,57823.0
2000,Hannover-Region,,241,K0241,123595.0
2000,Hannover-Region,maennlich,241,K0241,65012.0
2000,Hannover-Region,weiblich,241,K0241,58583.0
2001,Hannover-Region,,241,K0241,123791.0
2001,Hannover-Region,maennlich,241,K0241,64557.0
2001,Hannover-Region,weiblich,241,K0241,59234.0
2002,Hannover-Region,,241,K0241,126362.0
2002,Hannover-Region,maennlich,241,K0241,65586.0
2002,Hannover-Region,weiblich,241,K0241,60776.0
2003,Hannover-Region,,241,K0241,125721.0
2003,Hannover-Region,maennlich,241,K0241,64637.0
2003,Hannover-Region,weiblich,241,K0241,61084.0
2004,Hannover-Region,,241,K0241,114821.0
2004,Hannover-Region,maennlich,241,K0241,57892.0
2004,Hannover-Region,weiblich,241,K0241,56929.0
2005,Hannover-Region,,241,K0241,115165.0
2005,Hannover-Region,maennlich,241,K0241,57878.0
2005,Hannover-Region,weiblich,241,K0241,57287.0
2006,Hannover-Region,,241,K0241,115063.0
2006,Hannover-Region,maennlich,241,K0241,57711.0
2006,Hannover-Region,weiblich,241,K0241,57352.0
2007,Hannover-Region,,241,K0241,114709.0
2007,Hannover-Region,maennlich,241,K0241,57277.0
2007,Hannover-Region,weiblich,241,K0241,57432.0
2008,Hannover-Region,,241,K0241,112514.0
2008,Hannover-Region,maennlich,241,K0241,56091.0
2008,Hannover-Region,weiblich,241,K0241,56423.0
2009,Hannover-Region,,241,K0241,111911.0
2009,Hannover-Region,maennlich,241,K0241,55776.0
2009,Hannover-Region,weiblich,241,K0241,56135.0
2010,Hannover-Region,,241,K0241,112021.0
2010,Hannover-Region,maennlich,241,K0241,55910.0
2010,Hannover-Region,weiblich,241,K0241,56111.0
2011,Hannover-Region,,241,K0241,115062.0
2011,Hannover-Region,maennlich,241,K0241,57664.0
2011,Hannover-Region,weiblich,241,K0241,57398.0
2012,Hannover-Region,,241,K0241,119366.0
2012,Hannover-Region,maennlich,241,K0241,60256.0
2012,Hannover-Region,weiblich,241,K0241,59110.0
2013,Hannover-Region,,241,K0241,126962.0
2013,Hannover-Region,maennlich,241,K0241,64734.0
2013,Hannover-Region,weiblich,241,K0241,62228.0
2014,Hannover-Region,,241,K0241,136533.0
2014,Hannover-Region,maennlich,241,K0241,70318.0
2014,Hannover-Region,weiblich,241,K0241,66215.0
2015,Hannover-Region,,241,K0241,154696.0
2015,Hannover-Region,maennlich,241,K0241,82066.0
2015,Hannover-Region,weiblich,241,K0241,72630.0
2016,Hannover-Region,,241,K0241,168735.0
2016,Hannover-Region,maennlich,241,K0241,89890.0
2016,Hannover-Region,weiblich,241,K0241,78840.0
2017,Hannover-Region,,241,K0241,175170.0
2017,Hannover-Region,maennlich,241,K0241,93215.0
2017,Hannover-Region,weiblich,241,K0241,81950.0
2018,Hannover-Region,,241,K0241,181570.0
2018,Hannover-Region,maennlich,241,K0241,96690.0
2018,Hannover-Region,weiblich,241,K0241,84880.0
1978,Hannover-Landeshauptstadt,,241001,K0241001,44993.0
1978,Hannover-Landeshauptstadt,maennlich,241001,K0241001,25886.0
1978,Hannover-Landeshauptstadt,weiblich,241001,K0241001,19107.0
1979,Hannover-Landeshauptstadt,,241001,K0241001,46989.0
1979,Hannover-Landeshauptstadt,maennlich,241001,K0241001,27094.0
1979,Hannover-Landeshauptstadt,weiblich,241001,K0241001,19895.0
1980,Hannover-Landeshauptstadt,,241001,K0241001,51820.0
1980,Hannover-Landeshauptstadt,maennlich,241001,K0241001,30301.0
1980,Hannover-Landeshauptstadt,weiblich,241001,K0241001,21519.0
1981,Hannover-Landeshauptstadt,,241001,K0241001,54540.0
1981,Hannover-Landeshauptstadt,maennlich,241001,K0241001,31753.0
1981,Hannover-Landeshauptstadt,weiblich,241001,K0241001,22787.0
1982,Hannover-Landeshauptstadt,,241001,K0241001,54237.0
1982,Hannover-Landeshauptstadt,maennlich,241001,K0241001,31184.0
1982,Hannover-Landeshauptstadt,weiblich,241001,K0241001,23053.0
1983,Hannover-Landeshauptstadt,,241001,K0241001,53001.0
1983,Hannover-Landeshauptstadt,maennlich,241001,K0241001,30414.0
1983,Hannover-Landeshauptstadt,weiblich,241001,K0241001,22587.0
1984,Hannover-Landeshauptstadt,,241001,K0241001,51034.0
1984,Hannover-Landeshauptstadt,maennlich,241001,K0241001,29235.0
1984,Hannover-Landeshauptstadt,weiblich,241001,K0241001,21799.0
1985,Hannover-Landeshauptstadt,,241001,K0241001,51141.0
1985,Hannover-Landeshauptstadt,maennlich,241001,K0241001,29181.0
1985,Hannover-Landeshauptstadt,weiblich,241001,K0241001,21960.0
1986,Hannover-Landeshauptstadt,,241001,K0241001,52382.0
1986,Hannover-Landeshauptstadt,maennlich,241001,K0241001,29719.0
1986,Hannover-Landeshauptstadt,weiblich,241001,K0241001,22663.0
1987,Hannover-Landeshauptstadt,,241001,K0241001,53319.0
1987,Hannover-Landeshauptstadt,maennlich,241001,K0241001,30119.0
1987,Hannover-Landeshauptstadt,weiblich,241001,K0241001,23200.0
1990,Hannover-Landeshauptstadt,,241001,K0241001,57052.0
1990,Hannover-Landeshauptstadt,maennlich,241001,K0241001,31601.0
1990,Hannover-Landeshauptstadt,weiblich,241001,K0241001,25451.0
1991,Hannover-Landeshauptstadt,,241001,K0241001,59603.0
1991,Hannover-Landeshauptstadt,maennlich,241001,K0241001,33035.0
1991,Hannover-Landeshauptstadt,weiblich,241001,K0241001,26568.0
